TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_AUDITOR;AUDITOR
FIDC;26.489.103/0001-50;2017-04-27;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.489.103/0001-50;2017-04-27;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.506.898/0001-68;2016-11-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.545.341/0001-36;2016-12-16;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.545.364/0001-40;2018-04-27;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.545.432/0001-71;2017-04-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.545.451/0001-06;2017-09-11;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.545.476/0001-00;2019-03-18;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.558.776/0001-15;2018-02-06;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.558.785/0001-06;2019-03-25;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.558.811/0001-04;2018-02-15;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.560.778/0001-49;2016-12-02;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;26.560.848/0001-69;2017-09-19;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.570.645/0001-53;2016-11-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.580.162/0001-30;2017-01-05;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.607.493/0001-16;2016-11-28;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;26.607.511/0001-60;2016-11-28;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;26.631.505/0001-48;2017-12-26;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.631.527/0001-08;2016-12-21;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.648.752/0001-57;2016-12-26;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.648.770/0001-39;2016-12-09;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.648.789/0001-85;2017-06-21;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.648.810/0001-42;2017-01-20;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;26.648.825/0001-00;2016-12-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.676.763/0001-40;2016-12-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;26.677.268/0001-56;2019-11-06;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.680.267/0001-60;2018-03-05;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.686.967/0001-62;2016-12-14;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;26.688.207/0001-94;2020-01-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.689.672/0001-40;2016-12-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.689.692/0001-10;2016-12-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.690.312/0001-68;2017-05-16;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;26.690.344/0001-63;2017-05-31;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.690.344/0001-63;2017-05-31;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.690.373/0001-25;2016-12-26;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.690.689/0001-17;2017-02-07;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.690.770/0001-05;2016-12-14;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.690.815/0001-33;2016-12-14;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;26.690.844/0001-03;2016-12-14;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;26.704.185/0001-09;2016-12-21;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;26.710.026/0001-17;2017-06-14;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;26.722.650/0001-34;2017-12-29;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;26.726.451/0001-02;2017-09-05;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
FIDC;26.749.095/0001-34;2017-01-04;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;26.751.598/0001-44;2017-12-14;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.756.123/0001-40;2017-07-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.756.123/0001-40;2017-07-26;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.756.131/0001-97;2017-10-06;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.756.137/0001-64;2017-10-23;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.756.147/0001-08;2017-11-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.758.072/0001-96;2016-12-28;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.812.010/0001-15;2017-07-28;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.812.192/0001-24;2017-12-19;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.812.899/0001-30;2017-01-24;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.812.976/0001-52;2017-04-24;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.813.180/0001-14;2017-12-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.820.842/0001-83;2017-10-25;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;26.820.848/0001-50;2017-12-22;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.820.851/0001-74;2017-06-21;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.820.851/0001-74;2017-06-21;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;26.820.949/0001-21;2017-01-24;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;26.820.954/0001-34;2017-12-06;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.820.958/0001-12;2017-12-06;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.861.407/0001-05;2018-11-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.861.630/0001-44;2017-01-16;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S
FIDC;26.907.753/0001-79;2018-06-15;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;26.912.657/0001-19;2017-01-30;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;26.912.666/0001-00;2018-03-05;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;26.913.757/0001-60;2017-02-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;26.913.775/0001-41;2017-02-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;26.913.809/0001-06;2017-02-07;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.913.825/0001-90;2017-06-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.913.825/0001-90;2017-06-12;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;26.966.071/0001-37;2017-06-21;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;26.984.508/0001-65;2017-03-14;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;26.989.039/0001-77;2017-06-19;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.016.584/0001-40;2017-09-13;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.016.615/0001-62;2017-06-02;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.035.821/0001-10;2017-07-11;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.151.223/0001-06;2017-03-07;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.216.590/0001-40;2017-05-18;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;27.217.664/0001-63;2017-03-17;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.217.703/0001-22;2017-07-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.217.740/0001-30;2017-07-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.217.740/0001-30;2017-07-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.229.520/0001-27;2017-05-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.229.520/0001-27;2017-05-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.262.798/0001-04;2017-12-11;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.281.166/0001-80;2017-03-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.326.119/0001-05;2017-05-31;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;27.326.119/0001-05;2017-05-31;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.326.132/0001-64;2017-06-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.326.160/0001-81;2017-05-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.326.160/0001-81;2017-05-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.336.359/0001-90;2017-06-01;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;27.456.204/0001-98;2017-07-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.467.600/0001-10;2017-05-29;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;27.509.035/0001-07;2017-07-17;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;27.509.035/0001-07;2017-07-17;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.520.639/0001-54;2018-11-21;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;27.531.226/0001-75;2017-05-16;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.531.226/0001-75;2017-05-16;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.531.244/0001-57;2017-06-29;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.531.264/0001-28;2017-07-07;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
FIDC;27.531.283/0001-54;2017-07-10;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.531.283/0001-54;2017-07-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.531.301/0001-06;2017-05-29;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;27.531.301/0001-06;2017-05-29;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.614.527/0001-62;2017-06-12;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;27.635.189/0001-45;2019-12-11;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.635.225/0001-70;2017-10-11;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;27.635.265/0001-12;2018-01-02;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.635.296/0001-73;2017-10-06;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;27.635.377/0001-73;2017-09-08;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;27.643.856/0001-31;2017-05-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.709.219/0001-10;2017-06-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.709.219/0001-10;2017-06-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.732.843/0001-39;2017-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.733.943/0001-80;2017-06-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.733.943/0001-80;2017-06-12;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.733.980/0001-98;2017-09-22;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.746.617/0001-07;2017-09-11;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.771.613/0001-89;2017-06-14;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;27.771.613/0001-89;2017-06-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.771.634/0001-02;2017-06-12;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.771.731/0001-97;2017-08-04;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.771.731/0001-97;2017-08-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.771.778/0001-50;2018-11-19;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.782.835/0001-05;2017-06-12;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.817.457/0001-40;2018-11-14;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIDC;27.938.258/0001-90;2017-07-11;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.938.426/0001-47;2017-06-23;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.938.440/0001-40;2017-11-22;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIDC;27.944.346/0001-02;2017-07-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.944.627/0001-57;2020-04-09;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.944.660/0001-87;2017-10-04;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;27.944.815/0001-85;2017-08-28;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;27.944.815/0001-85;2017-08-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.954.644/0001-75;2017-07-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;27.974.798/0001-29;2017-10-17;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;27.977.730/0001-01;2017-06-22;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.983.569/0001-70;2017-07-07;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
FIDC;27.983.569/0001-70;2017-07-07;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.984.240/0001-24;2018-12-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;27.984.265/0001-28;2018-12-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.012.794/0001-22;2018-02-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.028.548/0001-69;2017-12-05;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.065.338/0001-40;2017-07-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.065.377/0001-48;2020-01-30;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;28.065.416/0001-07;2017-09-12;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.075.236/0001-06;2018-01-24;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.079.797/0001-83;2020-03-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.079.865/0001-04;2017-12-21;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;28.079.873/0001-50;2018-02-05;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.086.648/0001-41;2017-10-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.099.425/0001-19;2017-10-30;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;28.142.331/0001-85;2018-12-06;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIDC;28.146.422/0001-99;2017-10-25;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.152.179/0001-11;2017-12-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;28.152.199/0001-92;2017-12-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;28.153.046/0001-60;2017-12-08;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.169.275/0001-72;2017-10-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.194.790/0001-02;2017-11-29;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;28.194.817/0001-67;2017-09-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.194.855/0001-10;2020-02-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.240.255/0001-40;2017-08-30;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;28.254.169/0001-97;2017-11-09;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.254.193/0001-26;2018-06-18;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.267.165/0001-43;2018-02-01;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.267.746/0001-85;2018-01-11;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;28.279.473/0001-99;2017-09-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.286.903/0001-08;2017-10-27;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.296.477/0001-85;2017-12-22;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.296.583/0001-69;2017-12-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.296.597/0001-82;2018-06-07;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.296.620/0001-39;2019-08-21;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.296.654/0001-23;2017-10-23;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.364.501/0001-76;2018-01-23;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;28.376.188/0001-96;2018-01-22;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.398.547/0001-06;2017-10-19;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.412.599/0001-90;2017-10-11;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.472.333/0001-32;2017-12-15;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;28.472.352/0001-69;2018-02-06;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.472.373/0001-84;2019-04-15;13.859.935/0001-70;BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES
FIDC;28.472.392/0001-00;2017-11-16;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.472.417/0001-76;2017-12-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.472.446/0001-38;2017-12-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.472.460/0001-31;2019-02-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.474.974/0001-26;2017-09-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.475.125/0001-97;2017-10-11;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.492.719/0001-06;2017-08-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.492.719/0001-06;2017-08-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.528.235/0001-70;2017-10-04;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;28.536.554/0001-27;2018-03-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.549.910/0001-47;2017-12-04;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.580.523/0001-73;2017-09-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.651.441/0001-72;2017-12-22;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.671.036/0001-16;2018-08-14;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;28.671.081/0001-70;2017-11-27;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;28.683.841/0001-60;2017-09-21;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.693.003/0001-77;2017-10-26;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.702.814/0001-97;2018-03-20;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.715.279/0001-09;2017-10-06;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;28.788.393/0001-69;2017-12-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;28.796.939/0001-23;2017-11-08;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.796.986/0001-77;2018-04-27;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;28.819.553/0001-90;2017-10-16;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;28.819.664/0001-04;2018-02-08;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.849.581/0001-50;2017-12-01;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;28.849.641/0001-34;2018-03-19;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.849.661/0001-05;2017-12-15;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.849.666/0001-38;2018-02-20;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;28.849.674/0001-84;2017-11-07;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;28.879.529/0001-46;2018-01-19;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;28.879.551/0001-96;2018-01-12;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;28.880.344/0001-51;2019-11-19;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;28.880.372/0001-79;2019-01-14;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;28.880.384/0001-01;2018-12-19;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;28.880.400/0001-58;2018-12-28;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
