ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_ATIV;DT_INI_EXERC;DT_FIM_EXERC;CLASSE;DT_INI_CLASSE;RENTAB_FUNDO;CONDOM;FUNDO_COTAS;FUNDO_EXCLUSIVO;TRIB_LPRAZO;INVEST_QUALIF;TAXA_PERFM;INF_TAXA_PERFM;TAXA_ADM;INF_TAXA_ADM;VL_PATRIM_LIQ.x;DT_PATRIM_LIQ;TP_FUNDO;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ.y;NR_COTST
12053694000104; ATICO FIDC IMOBILIÁRIOS;1;ÁTICO FIDC IMOBILIÁRIOS;42066258;01290707;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;ÁTICO FIDC IMOBILIÁRIOS;2010-09-15;2010-10-04;NA;EM FUNCIONAMENTO NORMAL;2010-11-23;NA;2019-08-01;2020-07-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;   2;1;NA;NA;NA
12138813000121; MASTER III FIDC MULTISETORIAL SENIOR;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;27652684;22119959;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2010-12-01;2010-12-29;NA;EM FUNCIONAMENTO NORMAL;2011-02-28;NA;2020-04-01;2021-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;  20;0;NA;NA;NA
12138862000164; SILVERADO MAXIMUM II FIDEC MULTISSETORIAL SÊNIOR 2;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;27652684;27652684;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;2010-10-07;2010-10-07;NA;EM FUNCIONAMENTO NORMAL;2011-12-13;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;   1;0;NA;NA;NA
12188161000130; BRASIL PLURAL ENERGIA RENOVAVEL;0;BRASIL ENERGIA RENOVÁVEL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;00360305;22119959;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;BRASIL ENERGIA RENOVÁVEL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2010-07-15;2010-07-29;NA;EM FUNCIONAMENTO NORMAL;2010-10-18;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   2;0;NA;NA;NA
12228008000199; LEME FIC MULTIMERCADO CRÉDITO PRIVADO;1;LEME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;92904564;15403817;Artigo 8º, Inciso III;ART8III; 0;LEME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2010-11-09;2010-10-04;NA;EM FUNCIONAMENTO NORMAL;2011-01-10;2011-01-10;2019-10-01;2020-09-30;Fundo Multimercado;2010-10-04;OUTROS;Aberto;S;N;S;S;  0;NA;1500;NA;1676577.11;2020-05-29;NA;  10;0;2020-05-29;    1676577,1;    12
12239939000192; BNP Paribas Action FIC Ações;0;BNP PARIBAS ACTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AÇÕES;01522368;02562663;Artigo 8º, Inciso II, 'a';ART8IIA; 1;BNP PARIBAS ACTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AÇÕES;2011-09-21;2010-06-10;NA;EM FUNCIONAMENTO NORMAL;2011-09-22;2011-09-22;2019-09-01;2020-08-31;Fundo de Ações;2010-06-10;Ibovespa;Aberto;S;N;NA;N; 20;20% s/ 100 IBOVESPA;2.02;NA;247425546.08;2020-05-29;NA;  16;0;2020-05-29;  247425546,1;  1777
12312767000135; ÁTICO FLORESTAL FIP;1;BRASIL FLORESTAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;02201501;07250864;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;BRASIL FLORESTAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2010-08-10;2010-08-30;NA;EM FUNCIONAMENTO NORMAL;2012-03-21;NA;2019-07-01;2020-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;  17;0;NA;NA;NA
12400421000199; LIBRA FIDC MULTISSETORIAL SÊNIOR;0;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;62285390;09121454;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2010-11-05;2010-11-22;NA;EM FUNCIONAMENTO NORMAL;2011-02-21;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;   1;0;NA;NA;NA
12402646000184; IMA-B 1000 FIC RENDA FIXA LP;1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO IMAB 1000;42066258;42066258;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO IMAB 1000;2010-08-20;2010-08-02;NA;EM FUNCIONAMENTO NORMAL;2010-10-26;2010-10-26;2020-01-01;2020-12-31;Fundo de Renda Fixa;2010-08-02;Índice de Mercado Andima todas NTN-B;Aberto;S;N;S;N;  0;NA;1;NA;30603811.07;2020-05-29;NA;  12;0;2020-05-29;   30506211,0;    12
12430167000171; PERFIN LONG SHORT 15 FIC MULTIMERCADO;0;PERFIN EQUITY HEDGE 15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;00066670;04232804;Artigo 8º, Inciso III;ART8III; 1;PERFIN EQUITY HEDGE 15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2010-09-29;2010-09-29;2020-04-15;CANCELADA;2020-04-15;2010-10-11;2019-10-01;2020-09-30;Fundo Multimercado;2010-09-29;DI de um dia;Aberto;S;N;N;N;  0;NA;1.35;NA;193678187.02;2020-04-14;NA;   2;0;NA;NA;NA
12440789000180; LEME IPCA FIDC MULTISSETORIAL SÊNIOR;1;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;92904564;15403817;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2010-10-04;2010-10-06;NA;EM FUNCIONAMENTO NORMAL;2011-01-10;NA;2019-07-01;2020-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;  65;0;NA;NA;NA
12672120000114; DAYCOVAL IMA-B 5 FI RENDA FIXA;0;DAYCOVAL FUNDO DE RENDA FIXA IMA-B 5;62232889;72027832;Artigo 7º, Inciso I, 'b';ART7IB; 1;DAYCOVAL FUNDO DE RENDA FIXA IMA-B 5;2015-07-14;2010-09-29;NA;EM FUNCIONAMENTO NORMAL;2015-07-14;2015-07-14;2019-07-01;2020-06-30;Fundo de Renda Fixa;2010-09-29;Índice de Mercado Andima NTN-B até 5 anos;Aberto;N;N;S;N;  0;NA;0.5;NA;61304290.58;2020-05-29;NA;   5;0;2020-05-29;   61303285,7;  1881
12681340000104; BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;0;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03384738;03384738;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;NA;NA;EM FUNCIONAMENTO NORMAL;2011-06-13;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;   5;0;NA;NA;NA
12839769000187; SULAMÉRICA EVOLUTION FI MULTIMERCADO;0;SUL AMÉRICA EVOLUTION FUNDO DE INVESTIMENTO MULTIMERCADO;00066670;21813291;Artigo 8º, Inciso III;ART8III; 1;SUL AMÉRICA EVOLUTION FUNDO DE INVESTIMENTO MULTIMERCADO;2011-01-05;2010-09-29;NA;EM FUNCIONAMENTO NORMAL;2011-02-23;2011-02-23;2020-01-01;2020-12-31;Fundo Multimercado;2010-09-29;DI de um dia;Aberto;N;N;N;N;  0;NA;1;NA;591829381.04;2020-05-29;NA;   9;0;2020-05-29;  591829381,0;   626
12845801000137; TOWER BRIDGE IMA-B 5 FI RENDA FIXA;1;TOWER RENDA FIXA FUNDO DE INVESTIMENTO IMA-B 5;42066258;11581753;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;TOWER RENDA FIXA FUNDO DE INVESTIMENTO IMA-B 5;2011-11-30;2011-11-30;NA;EM FUNCIONAMENTO NORMAL;2011-11-30;2011-11-30;2020-01-01;2020-12-31;Fundo de Renda Fixa;2011-11-30;Índice de Mercado Andima NTN-B até 5 anos;Aberto;N;N;S;S; 20;NA;0.7;NA;284591549.55;2020-05-28;NA;  29;1;2020-05-29;  284581779,7;    31
12887506000143; FII CAIXA TRX LOGISTICA RENDA;0;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;00360305;00360305;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;2011-11-29;NA;NA;EM FUNCIONAMENTO NORMAL;2011-11-29;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;   1;0;NA;NA;NA
12948291000123; FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;72600026;72600026;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;2011-01-07;NA;NA;EM FUNCIONAMENTO NORMAL;2011-01-07;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;   1;0;NA;NA;NA
13000836000138; OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;1;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;03987891;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-21;2011-01-10;NA;EM FUNCIONAMENTO NORMAL;2017-12-21;NA;2019-07-01;2020-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;  10;0;NA;NA;NA
13000836000138; OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;1;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;03987891;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-12-10;2011-01-10;2017-12-21;CANCELADA;2017-12-21;NA;2019-03-01;2020-02-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;  10;0;NA;NA;NA
13058816000118; FIA Caixa Brasil IBOVESPA;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA BRASIL IBOVESPA;00360305;00360305;Artigo 8º, Inciso I, 'a';ART8IA; 1;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA BRASIL IBOVESPA;2011-07-28;2010-12-13;NA;EM FUNCIONAMENTO NORMAL;2011-07-29;2011-07-29;2019-07-01;2020-06-30;Fundo de Ações;2013-08-19;Ibovespa;Aberto;N;N;NA;N;  0;NA;0.5;NA;577291375.77;2020-05-29;NA; 105;0;2020-05-29;  577291375,8;   121
13060032000124; Votorantim FIC IRF-M 1+;0;VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO IRF-M 1+ RENDA FIXA LONGO PRAZO;03384738;03384738;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BV IRF-M 1+ RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2011-03-22;2010-11-18;NA;EM FUNCIONAMENTO NORMAL;2011-03-21;2011-03-21;2020-04-01;2021-03-31;Fundo de Renda Fixa;2010-11-18;IRF-M;Aberto;S;N;S;N;  0;NA;0.35;NA;34390779.61;2020-05-29;NA;   1;0;2020-05-29;   34390779,6;   377
13077415000105; BB PREVIDENCIARIO RENDA FIXA FLUXO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;0;BB PREVIDENCIÁRIO RENDA FIXA FLUXO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BB PREVIDENCIÁRIO RENDA FIXA FLUXO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2011-04-20;2011-04-12;NA;EM FUNCIONAMENTO NORMAL;2011-04-28;2011-04-28;2020-04-01;2021-03-31;Fundo de Renda Fixa;2011-04-12;DI de um dia;Aberto;S;N;N;N;  0;NA;1;NA;1994953765.50;2020-05-29;NA; 658;0;2020-05-29; 1994953765,5;   744
13077418000149; BB PREVID RF PERFIL;0;BB PREVIDENCIÁRIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FI;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BB PREVIDENCIÁRIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FI;2011-04-20;2011-04-12;NA;EM FUNCIONAMENTO NORMAL;2011-04-28;2011-04-28;2020-04-01;2021-03-31;Fundo de Renda Fixa;2011-04-12;DI de um dia;Aberto;S;N;N;N;  0;NA;0.2;NA;2574764271.12;2020-05-29;NA; 855;0;2020-05-29; 2574764271,1;   626
13079634000123; BB DINÂMICO;0;NA;NA;NA;NA;NA;NA;BB MULTIMERCADO DINÂMICO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2011-03-15;2011-03-15;NA;EM FUNCIONAMENTO NORMAL;2011-03-18;2011-03-18;2020-04-01;2021-03-31;Fundo Multimercado;2011-03-15;DI de um dia;Aberto;S;N;S;N;  0;NA;1;NA;1395489139.41;2020-05-29;NA;   3;0;2020-05-29; 1395489139,4; 20004
13081159000120; SICREDI FI INSTITUCIONAL RF IRFM LP;0;SICREDI - FUNDO DE INVESTIMENTO INSTITUCIONAL RENDA FIXA REFERENCIADO IRF-M LONGO PRAZO;01181521;03795072;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;SICREDI - FUNDO DE INVESTIMENTO INSTITUCIONAL RENDA FIXA REFERENCIADO IRF-M LONGO PRAZO;2011-01-12;2010-12-10;NA;EM FUNCIONAMENTO NORMAL;2011-01-24;2011-01-24;2020-01-01;2020-12-31;Fundo de Renda Fixa;2010-12-10;IRF-M;Aberto;N;N;S;N;  0;NA;0.18;NA;405855878.22;2020-05-29;NA; 136;0;2020-05-29;  405855878,2;   523
13155995000101; DAYCOVAL IBOVESPA ATIVO FI AÇÕES;0;DAYCOVAL IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES;62232889;72027832;Artigo 8º, Inciso I, 'a';ART8IA; 1;DAYCOVAL IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES;2011-09-16;2011-09-08;NA;EM FUNCIONAMENTO NORMAL;2011-09-16;2011-09-16;2020-04-01;2021-03-31;Fundo de Ações;2011-09-08;Ibovespa;Aberto;N;N;NA;N;  0;NA;2.8;NA;120135178.13;2020-05-29;NA;  13;0;2020-05-29;  120135178,0;  1325
13176277000111; Claritas Multimercado Institucional Inflação;0;CLARITAS INFLAÇÃO INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;02201501;03987891;Artigo 8º, Inciso III;ART8III; 0;CLARITAS INFLAÇÃO INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;2011-10-05;2011-10-04;NA;EM FUNCIONAMENTO NORMAL;2011-10-05;2011-10-05;2019-07-01;2020-06-30;Fundo Multimercado;2011-10-04;Índice de Mercado Andima NTN-B até 5 anos;Aberto;N;N;S;N; 20;Para informações adicionais, vide o Regulamento;1;NA;11706616.57;2020-05-29;NA;   1;0;2020-05-29;   11706616,6;   204
13301359000140; BB VOTORANTIM INFRAESTRUTURA ENERGIA SUST II FIP;0;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL II;03384738;03384738;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL II;2011-05-10;2011-05-23;NA;EM FUNCIONAMENTO NORMAL;2011-12-01;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   1;0;NA;NA;NA
13322205000135; BB IDKA 2 TÍTULOS PÚBLICOS FI RENDA FIXA PREVIDENCIÁRIO;0;BB PREVIDENCIÁRIO RENDA FIXA IDKA 2 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;BB PREVIDENCIÁRIO RENDA FIXA IDKA 2 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;2011-04-20;2011-04-20;NA;EM FUNCIONAMENTO NORMAL;2011-04-28;2011-04-28;2020-01-01;2020-12-31;Fundo de Renda Fixa;2011-04-20;OUTROS;Aberto;N;N;N;N;  0;NA;0.2;NA;6335156883.21;2020-05-29;NA; 944;0;2020-05-29; 6335156883,2;   882
13327340000173; BB PREVIDENCIÁRIO RENDA FIXA IMA-B5+ TÍTULOS PÚBLICOS FI;0;BB PREVIDENCIÁRIO RENDA FIXA IMA-B5+ TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;BB PREVIDENCIÁRIO RENDA FIXA IMA-B5+ TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;2011-04-20;2011-04-19;NA;EM FUNCIONAMENTO NORMAL;2011-04-28;2011-04-28;2020-01-01;2020-12-31;Fundo de Renda Fixa;2011-04-19;Índice de Mercado Andima NTN-B mais de 5 anos;Aberto;N;N;N;N;  0;NA;0.2;NA;1970647318.20;2020-05-29;NA; 444;0;2020-05-29; 1970647318,2;   319
13328452000149; PATRIA SPECIAL OPPORTUNITIES I - FIQ FIP;0;PáTRIA SPECIAL OPPORTUNITIES I FIC FUNDO DE INVESTIMENTOS EM PARTICIPAçõES;12461756;12461756;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;Pátria Special Opportunities I FIC Fundo de Investimentos em Participações;2011-02-28;2011-03-31;NA;EM FUNCIONAMENTO NORMAL;2011-06-27;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   9;0;NA;NA;NA
13344834000166; INCENTIVO II FIDC MULTISSETORIAL;1;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;42066258;10995802;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2011-04-28;2011-05-06;NA;EM FUNCIONAMENTO NORMAL;2011-06-03;NA;2019-07-01;2020-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;  19;1;NA;NA;NA
13396703000122; VINCI VALOREM FI MULTIMERCADO;0;VINCI VALOREM FUNDO DE INVESTIMENTO MULTIMERCADO;00066670;13421810;Artigo 8º, Inciso III;ART8III; 1;VINCI VALOREM FUNDO DE INVESTIMENTO MULTIMERCADO;2012-08-07;2012-08-07;NA;EM FUNCIONAMENTO NORMAL;2012-08-21;2012-08-21;2019-08-01;2020-07-31;Fundo Multimercado;2012-08-07;Índice de Mercado Andima NTN-B mais de 5 anos;Aberto;N;N;N;N; 20;NA;0.96;NA;1152663807.26;2020-05-29;NA;   1;0;2020-05-29; 1152663807,3; 30920
13397466000114; BRADESCO FIC DE FI CURTO PRAZO PODER PÚBLICO;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF CURTO PRAZO PODER PÚBLICO;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF CURTO PRAZO PODER PÚBLICO;2012-02-09;2012-02-09;NA;EM FUNCIONAMENTO NORMAL;2012-02-16;2012-02-16;2020-02-01;2021-01-31;Fundo de Renda Fixa;2016-06-30;DI de um dia;Aberto;S;N;N;N;  0;NA;2.5;NA;746088936.72;2020-05-29;NA;  12;0;2020-05-29;  746088936,7;  1547
13400077000109; BRADESCO INSTITUCIONAL FIC FI RENDA FIXA IMA-B 5+;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B 5+;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B 5+;2011-06-24;2011-06-24;NA;EM FUNCIONAMENTO NORMAL;2011-06-30;2011-06-30;2020-06-01;2021-05-31;Fundo de Renda Fixa;2011-06-24;OUTROS;Aberto;S;N;S;N;  0;NA;0.2;NA;247908135.19;2020-05-29;NA;  66;0;2020-05-29;  247908135,2;    46
13401224000157; BRADESCO FIC FI AÇÕES BDR NÍVEL I;0;NA;NA;NA;NA;NA;NA;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2011-12-26;2011-12-26;NA;EM FUNCIONAMENTO NORMAL;2011-12-28;2011-12-28;2019-12-01;2020-11-30;Fundo de Ações;2011-12-26;OUTROS;Aberto;S;N;NA;N;  0;NA;2.5;NA;239531603.79;2020-05-29;NA;   1;0;2020-05-29;  239531603,8;  5697
13416245000146; IT NOW IDIV FUNDO DE INDICE - DIVO11;0;IT NOW IDIV FUNDO DE ÍNDICE;60701190;60701190;Artigo 8º, Inciso II, 'b';ART8IIB; 1;IT NOW IDIV FUNDO DE ÍNDICE;2012-01-03;2012-01-03;NA;EM FUNCIONAMENTO NORMAL;2012-01-03;NA;2020-04-01;2021-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIIM;   7;0;NA;NA;NA
13455117000101; SANTANDER FIC FI IMA-B 5 TP RF;0;SANTANDER FIC FI IMA-B 5 TÍTULOS PUBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;SANTANDER FIC FI IMA-B 5 TÍTULOS PUBLICOS RENDA FIXA;2011-08-31;2011-03-23;NA;EM FUNCIONAMENTO NORMAL;2011-09-06;2011-09-06;2019-07-01;2020-06-30;Fundo de Renda Fixa;2011-03-23;Índice de Mercado Andima NTN-B até 5 anos;Aberto;S;N;S;N;  0;NA;0.1;NA;919612145.87;2020-05-29;NA;  58;0;2020-05-29;  919612145,9;   138
13455174000190; SANTANDER FIC FI DIVIDENDOS VIP AÇÕES;0;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIVIDENDOS VIP ACOES;90400888;10231177;Artigo 8º, Inciso II, 'a';ART8IIA; 1;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIVIDENDOS VIP ACOES;2011-10-05;2011-03-23;NA;EM FUNCIONAMENTO NORMAL;2011-10-19;2011-10-19;2019-10-01;2020-09-30;Fundo de Ações;2011-03-23;Ibovespa;Aberto;S;N;NA;N;  0;NA;1.5;NA;104689880.22;2020-05-29;NA;   2;0;2020-05-29;  104689880,2;  1458
13455197000103; SANTANDER FI IRF-M TÍTULOS PÚBLICOS RENDA FIXA;0;SANTANDER FI IRF-M TÍTULOS PÚBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;SANTANDER FI IRF-M TÍTULOS PÚBLICOS RENDA FIXA;2011-10-25;2011-03-23;NA;EM FUNCIONAMENTO NORMAL;2011-10-31;2011-10-31;2019-10-01;2020-09-30;Fundo de Renda Fixa;2011-03-23;IRF-M;Aberto;N;N;S;N;  0;NA;0.2;NA;2961365073.36;2020-05-29;NA;  14;0;2020-05-29; 2961365073,4;    26
13555918000149; ÁQUILLA FII - AQLL11;1;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;00329598;08964545;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-08-15;NA;NA;EM FUNCIONAMENTO NORMAL;2011-08-15;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;  22;1;NA;NA;NA
13584584000131; BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FII - CARE11;0;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;00806535;97543940;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-12-12;NA;NA;EM FUNCIONAMENTO NORMAL;2011-12-12;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F.I.I.;  60;0;NA;NA;NA
13593438000172; ECOHEDGE FIM CP LP;1;ECO HEDGE FIM CREDITO PRIVADO LONGO PRAZO;11010779;22119959;Artigo 8º, Inciso III;ART8III; 0;ECO HEDGE FIM CREDITO PRIVADO LONGO PRAZO;2012-07-27;2012-07-26;NA;EM FUNCIONAMENTO NORMAL;2012-08-15;2012-08-15;2020-01-01;2020-12-31;Fundo Multimercado;2012-07-26;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);Aberto;N;N;S;S; 20;NA;0.8;NA;-2346369.05;2020-04-17;NA;   5;1;NA;NA;NA
