ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;TP_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
08246263000197; BRADESCO FI RF MAXI PODER PÚBLICO;0;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA MAXI PODER PÚBLICO;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  51;0;2020-05-29;  460533097;   202
08246318000169; BRADESCO INSTITUCIONAL FIC FI RENDA FIXA IMA GERAL;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA GERAL;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  70;0;2020-05-29;  804662450;    51
08258441000108; BRADESCO INFRA-ESTRUTURA FI AÇÕES;0;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES INFRA-ESTRUTURA;00066670;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;NA;NA;NA
08266261000160; BNB RPPS PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA;0;BNB RPPS IMA-B FUNDO DE INVESTIMENTO RENDA FIXA;62318407;07237373;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  78;0;2020-05-29;  220120245;    85
08266344000159; BNB SETOR PÚBLICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;0;BNB SETOR PÚBLICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;62318407;07237373;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   62066288;    75
08279304000141; ICATU VANGUARDA DIVIDENDOS FIA;0;ICATU VANGUARDA DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;00066670;68622174;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  44;0;2020-05-29; 1455929521; 13452
08336054000134; SICREDI AÇÕES PETROBRAS;0;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS;01181521;03795072;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;   91541225;  8860
08431747000106; CSHG BRASIL SHOPPING FII - HGBS11;0;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;07253654;26843225;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-12-28;NA;NA;EM FUNCIONAMENTO NORMAL;2006-12-28;2020-01-01;2020-12-31;   1;0;NA;NA;NA
08476065000110; Claritas FIA Ações;0;CLARITAS AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;02201501;03987891;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;NA;NA;NA
08537792000140; SANTANDER SMALL CAP FI AÇÕES;0;SANTANDER FUNDO DE INVESTIMENTO SELEÇÃO AÇÕES;90400888;10231177;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;NA;NA;NA
08621010000156; BRASIL PLURAL ESTRATÉGIA FIC AÇÕES;0;BRASIL PLURAL ESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;00066670;09630188;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  166396881;  4052
08692888000182; OURINVEST FIDC FINANCEIROS SUPPLIER CARD;0;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;36113876;36113876;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2007-03-21;2007-03-26;2007-03-21;CANCELADA;2007-03-21;NA;NA;  10;0;NA;NA;NA
08692888000182; OURINVEST FIDC FINANCEIROS SUPPLIER CARD;0;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;36113876;36113876;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2007-04-03;2007-04-04;NA;EM FUNCIONAMENTO NORMAL;2007-06-27;2020-01-01;2020-12-31;  10;0;NA;NA;NA
08702798000125; BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IMA-B;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 138;0;2020-05-29; 1866137528;   123
08703063000116; ITAÚ SOBERANO IRF-M 1 FI RENDA FIXA;0;ITAÚ SOBERANO RENDA FIXA IRFM 1 - FUNDO DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  72;0;2020-05-29;  222968877;    64
08768381000165; BRB FIC DE FUNDOS DE INVESTIMENTO EM RENDA FIXA PÚBLICO LP 300 MIL;0;BRB MILLENIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;33850686;33850686;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   85714499;   174
08817414000110; ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FIC FI;0;ITAÚ FOF RPI AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;33311713;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  50;0;2020-05-29;  700479562;    53
08830947000131; GUEPARDO INSTITUCIONAL FIC FIA;0;GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;02201501;07078144;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  295371359;  3696
08845618000164; MAXIMUM FIDC MULTISSETORIAL SÊNIOR 7;0;FIDC MULTISETORIAL MAXIMUM;02201501;02201501;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FIDC MULTISETORIAL MAXIMUM;2007-08-02;2007-08-02;NA;LIQUIDAÇÃO;2016-04-04;2020-01-01;2020-12-31;   1;0;NA;NA;NA
08924783000101; BTG Pactual FII Corporate Office Fund;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;59281253;09631542;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;2007-07-20;NA;NA;EM FUNCIONAMENTO NORMAL;2007-07-20;2020-01-01;2020-12-31;   7;0;NA;NA;NA
08927488000109; FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;0;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;45246410;22119959;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2007-07-27;2007-07-27;NA;EM FUNCIONAMENTO NORMAL;2007-07-30;2020-01-01;2020-12-31;  13;0;NA;NA;NA
08960570000135; BANRISUL MIX FIC RENDA FIXA LP;0;BANRISUL MIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  39;0;2020-05-29;   25433866;   224
08960975000173; BANRISUL PREVIDENCIA FI RENDA FIXA LP;0;BANRISUL PREVIDÊNCIA MUNICIPAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO IMA GERAL LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 105;0;2020-05-29;  208497008;    95
08973942000168; BB Consumo FIC Ações;0;BB AÇÕES CONSUMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  63;0;2020-05-29;  312659628; 13394
08973948000135; BB AÇÕES SETOR FINANCEIRO FIC DE FUNDOS DE INVESTIMENTO;0;BB ACOES SETOR FINANCEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  42;0;2020-05-29;  191695696;  7374
09005805000100; BB RETORNO TOTAL FIC AÇÕES;0;BB AÇÕES RETORNO TOTAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  38;0;2020-05-29;  911089117; 34476
09005823000184; AÇÕES IBOV INDEX I;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  186070292;  8566
09006914000134; RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;1;RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03384738;03384738;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2007-09-05;NA;NA;EM FUNCIONAMENTO NORMAL;2007-09-05;2020-01-01;2020-12-31;  21;0;NA;NA;NA
09068336000160; PERFIN LONG SHORT FIC MULTIMERCADO;0;PERFIN EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;00066670;04232804;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  199900695;  7083
09087301000179; WESTERN ASSET IMA-B ATIVO FI RENDA FIXA;0;WESTERN ASSET IMA-B ATIVO FUNDO DE INVESTIMENTO RENDA FIXA;01522368;07437241;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  12;0;2020-05-29;  549970507;    16
09087483000188; WESTERN ASSET DIVIDEND YIELD FI AÇÕES;0;WESTERN ASSET DIVIDEND YIELD FUNDO DE INVESTIMENTO EM AÇÕES;01522368;07437241;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   36385696;   307
09087523000191; WESTERN ASSET VALUATION FUNDO DE INVESTIMENTO EM AÇÕES;0;WESTERN ASSET VALUATION FUNDO DE INVESTIMENTO EM AÇÕES;01522368;07437241;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   7;0;2020-05-29;  142633154;    51
09093819000115; ITAÚ INSTITUCIONAL RENDA FIXA INFLAÇÃO 5 FIC FI;0;ITAÚ INSTITUCIONAL RENDA FIXA INFLAÇÃO 5 - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  46;0;2020-05-29; 1394299565;    59
09093883000104; ITAÚ HIGH RENDA FIXA CRÉDITO PRIVADO FIC FI;0;ITAÚ HIGH GRADE RENDA FIXA CRÉDITO PRIVADO-FDO.DE INVEST.EM COTAS DE FDOS.DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  695313553;   144
09134614000130; BB FI Ações;0;BB AÇÕES BB FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  15;0;2020-05-29;  280959521; 21893
09141893000160; AZ QUEST EQUITY HEDGE FIC MULTIMERCADO;0;AZ QUEST EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02201501;04506394;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;  216762317;  5090
09215250000113; BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA;0;BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;59281253;29650082;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29; 6285912716;  3060
09239216000189; SM FIDC MULTISSETORIAL SÊNIOR 3 LP;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;62285390;09121454;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2008-06-18;2008-06-18;NA;EM FUNCIONAMENTO NORMAL;2008-07-02;2020-01-01;2020-12-31;   2;0;NA;NA;NA
09257784000102; SUL INVEST FIDC MULTISSETORIAL SENIOR;0;SUL BRASIL PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;62285390;24515907;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;SUL BRASIL PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2007-12-26;2007-12-26;NA;LIQUIDAÇÃO;2019-08-30;2020-01-01;2020-12-31;   7;0;NA;NA;NA
09289072000175; QUELUZ VALOR FUNDO DE INVESTIMENTO EM AÇÕES;0;QUELUZ VALOR FUNDO DE INVESTIMENTO EM AÇÕES;00066670;07250864;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  17;0;2020-05-29;   92661574;   111
09290813000138; BTG Pactual Dividendos Fundo de Investimento em Quotas de Fundos de Investimento de Ações;0;BTG PACTUAL DIVIDENDOS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;59281253;29650082;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   8;0;2020-05-29;   77086923;   953
09315625000117; FI SECURITY REFERENCIADO DI LP;1;FUNDO DE INVESTIMENTO SECURITY RENDA FIXA REFERENCIADO DI LONGO PRAZO CRÉDITO PRIVADO;02201501;02295841;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;1;2020-05-29;    9492505;    14
09319052000108; INFINITY LOTUS FI RENDA FIXA;0;INFINITY LOTUS FUNDO DE INVESTIMENTO RENDA FIXA;00806535;03403181;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  40;0;2020-05-29;   99828254;    55
09326708000101; SUL AMÉRICA INFLATIE RF LP;0;SUL AMÉRICA INFLATIE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;00066670;21813291;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  19;0;2020-05-29; 1326311442; 24845
09412687000147; CAPITANIA MULTI CREDITO PRIVADO FIC FI MM;1;CAPITANIA MULTI CRÉDITO PRIVADO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02201501;04274010;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;   24770516;    12
09421760000147; Santander FIC FIA Petro Plus;0;SANTANDER FIC FI PETROBRÁS PLUS AÇÕES;90400888;10231177;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;   34532643;  1394
09497461000196; Somma FIA Premium;0;FUNDO DE INVESTIMENTO DE AÇÕES SOMMA PREMIUM;00066670;05563299;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;NA;NA;NA
09518581000122; BTG PACTUAL INFLATION FIC RENDA FIXA;0;BTG PACTUAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLATION;59281253;60451242;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  239543254;  2461
09543255000175; RIO BRAVO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;0;RIO BRAVO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;00066670;03864607;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  132773484;  2282
09550197000107; JMALUCELLI SMALL CAPS FI ACOES;0;4UM SMALL CAPS FUNDO DE INVESTIMENTO EM AÇÕES;00066670;03983856;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;  144038008;  2034
09552812000114; BTG PACTUAL FUNDO DE CRI FII;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;59281253;09631542;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;2008-05-19;NA;NA;EM FUNCIONAMENTO NORMAL;2008-05-19;2020-01-01;2020-12-31;   2;0;NA;NA;NA
09577447000100; SANTANDER FIC FI SOBERANO RENDA FIXA REFERENCIADO DI;0;SANTANDER FIC FI SOBERANO RF REF DI;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29; 5654682851;   310
09586955000147; INCENTIVO FIC RENDA FIXA PREVIDENCIÁRIO CRÉDITO PRIVADO LP;1;FIC FI LONGO PRAZO RENDA FIXA PREVIDENCIÁRIO CRÉDITO PRIVADO;33918160;11799797;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;NA;NA;NA
09594596000170; BANESTES FI RENDA FIXA PREVIDENCIÁRIO;0;BANESTES PREVIDENCIARIO FUNDO DE INVESTIMENTO RENDA FIXA IMA-B;28127603;28156057;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  33;0;2020-05-29;  260165234;    36
09599346000122; MARLIM DIVIDENDOS FIA;0;4UM MARLIM DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;00066670;03983856;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  222434406;  1106
09601197000199; MULTINVEST FI MULTIMERCADO CRÉDITO PRIVADO;1;MULTINVEST FUNDO DE INVESTIMENTO MULTIMERCADO;42066258;12564465;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   7;0;NA;NA;NA
09613226000132; PIATÃ FI RF LP PREVIDENCIÁRIO CP;1;PIATÃ FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREVIDENCIÁRIO CRÉDITO PRIVADO;15489568;22119959;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  20;1;NA;NA;NA
09613232000190; FI RF CREDITO PRIVADO PORTFOLIO;1;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO PORTFOLIO MASTER I;02201501;08195535;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;1;2020-05-29;    1426905;     8
09635172000106; BAHIA AM VALUATION FIC AÇÕES;0;BAHIA AM VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;00066670;13143849;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  11;0;2020-05-29;  926402790;  1363
09636393000107; BNP PARIBAS MATCH FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO;0;BNP PARIBAS MATCH DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO;01522368;02562663;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29; 1195648776;  1728
09648050000154; BB AÇÕES CONSTRUÇÃO CIVIL FIC FI;0;BB AÇÕES CONSTRUÇÃO CIVIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  21;0;2020-05-29;  290218145; 22354
09814233000100; BTG PACTUAL TESOURO IPCA GERAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;0;BTG PACTUAL TESOURO IPCA GERAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;59281253;29650082;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;  192693341;  1956
10199934000158; Banrisul FIA Dividendos;0;BANRISUL DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;92702067;93026847;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;   40539932;  1413
10199942000102; BANRISUL PREVIDÊNCIA MUNICIPAL II FI RENDA FIXA LP;0;BANRISUL PREVIDÊNCIA MUNICIPAL II FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO IMA GERAL LP;92702067;93026847;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 109;0;2020-05-29;  192500258;    98
10214548000198; Riviera GR Industrial Fundo de Invesgtimento em Participações;0;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;33850686;08604187;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;2008-08-18;2008-08-19;NA;EM FUNCIONAMENTO NORMAL;2012-11-19;2020-03-01;2021-02-28;   1;0;NA;NA;NA
10239877000193; ITAÚ AÇÕES CONSUMO FI;0;ITAÚ INDEX IBOVESPA 1 FUNDO DE INVESTIMENTO EM AÇÕES;60701190;60701190;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   7;0;2020-05-29;   44994397;  2562
10309539000180; OCEANA VALOR FUNDO DE INVESTIMENTO DE AÇÕES;0;OCEANA VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;02201501;09326542;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;  365723491;    58
10322633000170; FUNDO DE INVESTIMENTO CAIXA MEGA RENDA FIXA REFERENCIADO DI LONGO PRAZO.;0;FUNDO DE INVESTIMENTO CAIXA MEGA RENDA FIXA REFERENCIADO DI LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  22;0;2020-05-29;12085755638; 10296
10355516000102; TOP FI RENDA FIXA;1;TOP FUNDO DE INVESTIMENTO RENDA FIXA;02201501;22119959;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   8;1;2020-05-29;   36337134;    10
10396381000123; ITAÚ INSTITUCIONAL RENDA FIXA PRE LP FICFI;0;ITAÚ RENDA FIXA PRÉ FIXADO LONGO PRAZO - FDO DE INVEST. EM COTAS DE FDOS DE INVESTIMEN;60701190;60701190;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  22;0;2020-05-29;  174620304;    92
10406511000161; ISHARES IBOVESPA FUNDO DE ÍNDICE (BOVA11);0;ISHARES IBOVESPA FUNDO DE ÍNDICE;01522368;10979208;Artigo 8º, Inciso I, 'b';ART8IB; 1;FIIM;ISHARES IBOVESPA FUNDO DE ÍNDICE;2008-11-19;2008-11-19;NA;EM FUNCIONAMENTO NORMAL;2008-11-19;2020-04-01;2021-03-31;  68;0;NA;NA;NA
10406600000108; ISHARES BM&FBOVESPA SMALL CAP FUNDO DE ÍNDICE;0;ISHARES BM&FBOVESPA SMALL CAP FUNDO DE ÍNDICE;01522368;10979208;Artigo 8º, Inciso I, 'b';ART8IB; 1;FIIM;ISHARES BM&FBOVESPA SMALL CAP FUNDO DE ÍNDICE;2008-11-19;2008-11-19;NA;EM FUNCIONAMENTO NORMAL;2008-11-19;2020-04-01;2021-03-31;   6;0;NA;NA;NA
10418335000188; BB Governança FI Ações Previdenciário;0;BB AÇÕES GOVERNANÇA FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso I, 'b';ART8IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 264;0;2020-05-29;  727406879;  1220
10418362000150; BB PREVIDENCIÁRIO MULTIMERCADO FUNDO DE INVESTIMENTO LONGO PRAZO;0;BB PREVIDENCIÁRIO MULTIMERCADO FUNDO DE INVESTIMENTO LONGO PRAZO;30822936;30822936;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 263;0;2020-05-29;  480873397;   200
10462072000104; Somma FIM Multiestratégias II;1;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO SOMMA MULTI-ESTRATÉGIAS II;00066670;05563299;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;    7814725;    30
